time	voltage	temperature	current	pressure
11:43:15	136.53	22.84	-2.61	0
11:43:20	136.51	22.84	-2.48	0
11:43:25	136.55	22.84	-2.61	0
11:43:30	136.54	22.84	-2.61	0
11:43:35	136.51	22.84	-2.52	0
11:43:40	136.55	22.84	-2.43	0
11:43:45	136.51	22.84	-2.53	0
11:43:50	136.64	22.84	-2.54	0
11:43:55	136.63	22.84	-2.59	0
11:44:00	136.59	22.84	-2.24	0
11:44:05	136.56	22.84	-2.44	0
11:44:10	136.65	22.84	-2.43	0
11:44:15	136.6	22.84	-2.43	0
11:44:20	136.63	22.84	-2.41	0
11:44:25	136.68	22.84	-2.6	0
11:44:30	136.65	22.84	-2.44	0
11:44:35	136.67	22.84	-2.46	0
11:44:40	136.68	22.84	-2.53	0
11:44:45	136.66	22.84	-2.47	0
11:44:50	136.71	22.84	-2.54	0
11:44:55	136.69	22.84	-2.4	0
11:45:00	136.71	22.84	-2.62	0
11:45:05	136.74	22.84	-2.47	0
11:45:10	136.72	22.84	-2.44	0
11:45:15	136.76	22.84	-2.45	0
11:45:20	136.73	22.84	-2.5	0
11:45:25	136.74	22.84	-2.48	0
11:45:30	136.79	22.84	-2.52	0
11:45:35	136.78	22.84	-2.44	0
11:45:40	136.73	22.84	-2.4	0
11:45:45	136.78	22.84	-2.52	0
11:45:50	136.8	22.84	-2.52	0
11:45:55	136.84	22.84	-2.54	0
11:46:00	136.82	22.84	-2.63	0
11:46:05	136.79	22.84	-2.43	0
11:46:10	136.84	22.84	-2.55	0
11:46:15	136.86	22.84	-2.42	0
11:46:20	136.88	22.84	-2.45	0
11:46:25	136.87	22.84	-2.41	0
11:46:30	136.8	22.84	-2.43	0
11:46:35	136.89	22.84	-2.54	0
11:46:40	136.88	22.84	-2.53	0
11:46:45	136.86	22.84	-2.63	0
11:46:50	136.91	22.84	-2.62	0
11:46:55	137.0	22.84	-2.66	0
11:47:00	136.91	22.84	-2.5	0
11:47:05	136.93	22.84	-2.43	0
11:47:10	136.99	22.84	-2.55	0
11:47:15	136.99	22.84	-2.56	0
11:47:20	136.97	22.84	-2.45	0
11:47:25	136.99	22.84	-2.46	0
11:47:30	136.89	22.84	-2.41	0
11:47:35	137.06	22.84	-2.57	0
11:47:40	137.03	22.84	-2.43	0
11:47:45	137.03	22.84	-2.49	0
11:47:50	136.96	22.84	-2.38	0
11:47:55	137.0	22.84	-2.63	0
11:48:00	137.03	22.84	-2.5	0
11:48:05	137.04	22.84	-2.57	0
11:48:10	137.06	22.84	-2.58	0
11:48:15	136.96	22.84	-2.41	0
11:48:20	137.05	22.84	-2.6	0
11:48:25	137.06	22.84	-2.52	0
11:48:30	137.14	22.84	-2.65	0
11:48:35	137.07	22.84	-2.46	0
11:48:40	137.04	22.84	-2.43	0
11:48:45	137.08	22.84	-2.44	0
11:48:50	137.06	22.84	-2.37	0
11:48:55	137.13	22.84	-2.56	0
11:49:00	137.11	22.84	-2.53	0
11:49:05	137.1	22.84	-2.41	0
11:49:10	137.09	22.84	-2.51	0
11:49:15	137.14	22.84	-2.63	0
11:49:20	137.19	22.84	-2.56	0
11:49:25	137.1	22.84	-2.4	0
11:49:30	137.16	22.84	-2.48	0
11:49:35	137.11	22.84	-2.52	0
11:49:40	137.05	22.84	-2.33	0
11:49:45	137.16	22.84	-2.48	0
11:49:50	137.15	22.84	-2.34	0
11:49:55	137.21	22.84	-2.52	0
11:50:00	137.1	22.84	-2.5	0
11:50:05	137.25	22.84	-2.62	0
11:50:10	137.25	22.84	-2.56	0
11:50:15	137.22	22.84	-2.6	0
11:50:20	137.27	22.84	-2.65	0
11:50:25	137.27	22.84	-2.52	0
11:50:30	137.22	22.84	-2.45	0
11:50:35	137.22	22.84	-2.5	0
11:50:40	137.23	22.84	-2.51	0
11:50:45	137.27	22.84	-2.58	0
11:50:50	137.24	23.24	-2.49	0
11:50:55	137.28	23.24	-2.5	0
11:51:00	137.23	23.24	-2.48	0
11:51:05	137.3	23.24	-2.51	0
11:51:10	137.26	23.24	-2.35	0
11:51:15	137.22	23.24	-2.52	0
11:51:20	137.29	23.24	-2.58	0
11:51:25	137.28	23.24	-2.63	0
11:51:30	137.32	23.24	-2.6	0
11:51:35	137.35	23.24	-2.61	0
11:51:40	137.33	23.24	-2.56	0
11:51:45	137.35	23.24	-2.64	0
11:51:50	137.37	23.24	-2.55	0
11:51:55	137.32	23.24	-2.51	0
11:52:00	137.32	23.24	-2.48	0
11:52:05	137.27	23.24	-2.42	0
11:52:10	137.38	23.24	-2.58	0
11:52:15	137.42	23.24	-2.46	0
11:52:20	137.37	23.24	-2.65	0
11:52:25	137.29	23.24	-2.55	0
11:52:30	137.32	23.24	-2.47	0
11:52:35	137.36	23.24	-2.61	0
11:52:40	137.34	23.24	-2.5	0
11:52:45	137.37	23.24	-2.49	0
11:52:50	137.42	23.24	-2.6	0
11:52:55	137.38	23.24	-2.45	0
11:53:00	137.32	23.24	-2.34	0
11:53:05	137.41	23.24	-2.51	0
11:53:10	137.39	23.24	-2.49	0
11:53:15	137.44	23.24	-2.54	0
11:53:20	137.42	23.24	-2.47	0
11:53:25	137.37	23.24	-2.56	0
11:53:30	137.37	23.24	-2.4	0
11:53:35	137.41	23.24	-2.46	0
11:53:40	137.4	23.24	-2.51	0
11:53:45	137.42	23.24	-2.45	0
11:53:50	137.37	23.24	-2.37	0
11:53:55	137.41	23.24	-2.39	0
11:54:00	137.34	23.24	-2.49	0
11:54:05	137.38	23.24	-2.5	0
11:54:10	137.44	23.24	-2.47	0
11:54:15	137.47	23.24	-2.55	0
11:54:20	137.39	23.24	-2.34	0
11:54:25	137.46	23.24	-2.44	0
11:54:30	137.42	23.24	-2.53	0
11:54:35	137.44	23.24	-2.54	0
11:54:40	137.37	23.24	-2.29	0
11:54:45	137.43	23.24	-2.38	0
11:54:50	137.45	23.24	-2.51	0
11:54:55	137.48	23.24	-2.49	0
11:55:00	137.41	23.24	-2.44	0
11:55:05	137.41	23.24	-2.37	0
11:55:10	137.47	23.24	-2.55	0
11:55:15	137.47	23.24	-2.47	0
11:55:20	137.44	23.24	-2.53	0
11:55:25	137.45	23.24	-2.51	0
11:55:30	137.47	23.24	-2.53	0
11:55:35	137.44	23.24	-2.51	0
11:55:40	137.45	23.24	-2.49	0
11:55:45	137.44	23.24	-2.42	0
11:55:50	137.5	23.24	-2.38	0
11:55:55	137.49	23.24	-2.39	0
11:56:00	137.5	23.24	-2.42	0
11:56:05	137.51	23.24	-2.58	0
11:56:10	137.52	23.24	-2.59	0
11:56:15	137.51	23.24	-2.49	0
11:56:20	137.52	23.24	-2.57	0
11:56:25	137.51	23.24	-2.62	0
11:56:30	137.5	23.24	-2.44	0
11:56:35	137.48	23.24	-2.48	0
11:56:40	137.52	23.24	-2.5	0
11:56:45	137.56	23.24	-2.51	0
11:56:50	137.61	23.24	-2.63	0
11:56:55	137.56	23.24	-2.56	0
11:57:00	137.55	23.24	-2.51	0
11:57:05	137.56	23.24	-2.5	0
11:57:10	137.5	23.24	-2.36	0
11:57:15	137.52	23.24	-2.43	0
11:57:20	137.59	23.24	-2.52	0
11:57:25	137.51	23.24	-2.44	0
11:57:30	137.56	23.24	-2.58	0
11:57:35	137.63	23.24	-2.69	0
11:57:40	137.54	23.24	-2.24	0
11:57:45	137.59	23.24	-2.51	0
11:57:50	137.63	23.24	-2.65	0
11:57:55	137.5	23.63	-2.43	0
11:58:00	137.57	23.63	-2.48	0
11:58:05	137.61	23.63	-2.51	0
11:58:10	137.58	23.63	-2.42	0
11:58:15	137.55	23.63	-2.51	0
11:58:20	136.26	23.63	0.08	0
11:58:25	136.17	23.63	0.02	0
11:58:30	136.09	23.63	0.02	0
11:58:35	136.04	23.63	0.02	0
11:58:40	136.03	23.63	0.02	0
11:58:45	135.98	23.63	0.02	0
11:58:50	135.93	23.63	0.02	0
11:58:55	135.91	23.63	0.02	0
11:59:00	135.88	23.63	0.02	0
11:59:05	135.83	23.63	0.02	0
11:59:10	135.84	23.63	0.02	0
11:59:15	135.74	23.63	0.02	0
11:59:20	135.78	23.63	0.02	0
11:59:25	135.73	23.63	0.02	0
11:59:30	135.71	23.63	0.02	0
11:59:35	135.68	23.63	0.02	0
11:59:40	135.66	23.63	0.02	0
11:59:45	135.64	23.63	0.02	0
11:59:50	135.62	23.63	0.02	0
11:59:55	135.63	23.63	0.02	0
12:00:00	135.61	23.63	0.02	0
12:00:05	135.53	23.63	0.02	0
12:00:10	135.55	23.63	0.02	0
12:00:15	135.54	23.63	0.02	0
12:00:20	135.5	23.63	0.02	0
12:00:25	135.51	23.63	0.02	0
12:00:30	135.46	23.63	0.02	0
12:00:35	135.46	23.63	0.02	0
12:00:40	135.46	23.63	0.02	0
12:00:45	135.44	23.63	0.02	0
12:00:50	135.4	23.63	0.02	0
12:47:30	134.19	24.02	0.02	0
12:47:35	134.17	24.02	0.02	0
12:47:40	134.18	24.02	0.02	0
12:47:45	134.18	24.02	0.02	0
12:47:50	134.19	24.02	0.02	0
12:47:55	134.18	24.02	0.02	0
12:48:00	134.2	24.02	0.02	0
12:48:05	134.18	24.02	0.02	0
12:48:10	134.18	24.02	0.02	0
12:48:15	134.17	24.02	0.06	0
12:48:20	134.15	24.02	0.06	0
12:48:25	134.17	24.02	0.06	0
12:48:30	134.14	24.02	0.06	0
12:48:35	134.14	24.02	0.06	0
12:48:40	134.15	24.02	0.05	0
12:48:45	134.17	24.02	0.03	0
12:48:50	134.16	24.02	0.04	0
12:48:56	134.31	24.02	-0.23	0
12:49:01	134.33	24.02	-0.24	0
12:49:06	135.46	24.02	-2.52	0
12:49:11	135.63	24.02	-2.5	0
12:49:16	135.71	24.02	-2.49	0
12:49:21	135.83	24.02	-2.61	0
12:49:26	135.8	24.02	-2.48	0
12:49:31	135.95	24.02	-2.54	0
12:49:36	135.98	24.02	-2.57	0
12:49:41	136.05	24.02	-2.61	0
12:49:46	136.03	24.02	-2.43	0
12:49:51	136.13	24.02	-2.45	0
12:49:56	136.21	24.02	-2.56	0
12:50:01	136.26	24.02	-2.47	0
12:50:06	136.26	24.02	-2.52	0
12:50:11	136.38	24.02	-2.66	0
12:50:16	136.39	24.02	-2.69	0
12:50:21	136.43	24.02	-2.55	0
12:50:26	136.39	24.02	-2.47	0
12:50:31	136.49	24.02	-2.61	0
12:50:36	136.56	24.02	-2.65	0
12:50:41	136.55	24.02	-2.5	0
12:50:46	136.57	24.02	-2.48	0
12:50:51	136.67	24.02	-2.48	0
12:50:56	136.64	24.02	-2.47	0
12:51:01	136.68	24.02	-2.59	0
12:51:06	136.67	24.02	-2.54	0
12:51:11	136.72	24.02	-2.56	0
12:51:16	136.78	24.02	-2.43	0
12:51:21	136.79	24.02	-2.6	0
12:51:26	136.79	24.02	-2.42	0
12:51:31	136.89	24.02	-2.68	0
12:51:36	136.85	24.02	-2.64	0
12:51:41	136.94	24.02	-2.59	0
12:51:46	136.94	24.02	-2.58	0
12:51:51	136.93	24.02	-2.56	0
12:51:56	136.97	24.02	-2.59	0
12:52:01	136.96	24.02	-2.56	0
12:52:06	136.96	24.02	-2.57	0
12:52:11	137.06	24.02	-2.55	0
12:52:16	136.99	24.02	-2.63	0
12:52:21	137.09	24.02	-2.52	0
12:52:26	137.09	24.02	-2.59	0
12:52:31	137.06	24.02	-2.4	0
12:52:36	137.11	24.02	-2.58	0
12:52:41	137.16	24.02	-2.38	0
12:52:46	137.2	24.02	-2.5	0
12:52:51	137.12	24.02	-2.5	0
12:52:56	137.18	24.02	-2.47	0
12:53:01	137.21	24.02	-2.57	0
12:53:06	137.22	24.02	-2.48	0
12:53:11	137.19	24.02	-2.48	0
12:53:16	137.17	24.02	-2.43	0
12:53:21	137.2	24.02	-2.52	0
12:53:26	137.34	24.02	-2.65	0
12:53:31	137.26	24.02	-2.44	0
12:53:36	137.34	24.02	-2.54	0
12:53:41	137.37	24.02	-2.53	0
12:53:46	137.36	24.02	-2.6	0
12:53:51	137.35	24.02	-2.44	0
12:53:56	137.34	24.02	-2.57	0
12:54:01	137.33	24.02	-2.43	0
12:54:06	137.42	24.02	-2.58	0
12:54:11	137.41	24.02	-2.67	0
12:54:16	137.47	24.02	-2.63	0
12:54:21	137.41	24.02	-2.49	0
12:54:26	137.43	24.02	-2.51	0
12:54:31	137.46	24.02	-2.53	0
12:54:36	137.46	24.02	-2.52	0
12:54:41	137.43	24.02	-2.39	0
12:54:46	137.46	24.02	-2.57	0
12:54:51	137.54	24.02	-2.66	0
12:54:56	137.52	24.02	-2.69	0
12:55:01	137.49	24.02	-2.51	0
12:55:06	137.55	24.02	-2.51	0
12:55:11	137.57	24.02	-2.68	0
12:55:16	137.53	24.02	-2.61	0
12:55:21	137.53	24.02	-2.66	0
12:55:26	137.55	24.02	-2.54	0
12:55:31	137.56	24.02	-2.48	0
12:55:36	137.53	24.02	-2.56	0
12:55:41	137.55	24.02	-2.51	0
12:55:46	137.62	24.02	-2.61	0
12:55:51	137.62	24.02	-2.63	0
12:55:56	137.54	24.02	-2.46	0
12:56:01	137.6	24.02	-2.56	0
12:56:06	137.62	24.41	-2.54	0
12:56:11	137.55	24.41	-2.51	0
12:56:16	137.7	24.41	-2.81	0
12:56:21	137.61	24.41	-2.6	0
12:56:26	137.59	24.41	-2.56	0
12:56:31	137.66	24.41	-2.62	0
12:56:36	137.62	24.41	-2.51	0
12:56:41	137.65	24.41	-2.58	0
12:56:46	137.77	24.41	-2.66	0
12:56:51	137.64	24.41	-2.64	0
12:56:56	137.67	24.41	-2.47	0
12:57:01	137.66	24.41	-2.52	0
12:57:06	137.65	24.41	-2.31	0
12:57:11	137.72	24.41	-2.59	0
