time	voltage	temperature
11:09:11	127.25	22.06
11:09:16	127.26	22.06
11:09:21	127.26	22.06
11:09:26	127.25	22.06
11:09:31	127.26	22.06
11:09:36	127.28	22.06
11:09:41	127.27	22.06
11:09:46	127.23	22.06
11:09:51	127.27	22.06
11:09:56	127.24	22.06
11:10:01	127.26	22.06
11:10:06	127.24	22.06
11:10:11	127.26	22.06
11:10:16	127.29	22.06
11:10:21	127.25	22.06
11:10:26	127.26	22.06
11:10:31	127.23	22.06
11:10:36	127.25	22.06
11:10:41	127.26	22.06
11:10:46	127.24	22.06
11:10:51	127.27	22.06
11:10:56	127.26	22.06
11:11:01	127.24	22.06
11:11:06	127.26	22.06
11:11:11	127.25	22.06
11:11:16	127.26	22.06
11:11:21	127.29	22.06
11:11:26	127.25	22.06
11:11:31	127.28	22.06
11:11:36	127.26	22.06
11:11:41	127.27	22.06
11:11:46	127.25	22.06
11:11:51	127.23	22.06
11:11:56	127.25	22.06
11:12:01	127.25	22.06
11:12:06	127.24	22.06
11:12:11	127.27	22.06
11:12:16	127.26	22.06
11:12:21	127.22	22.06
11:12:26	127.26	22.06
11:12:31	127.24	22.06
11:12:36	127.24	22.06
11:12:41	127.25	22.06
11:12:46	127.24	22.06
11:12:51	127.22	22.06
11:12:56	127.21	22.06
11:13:01	127.22	22.06
11:13:06	127.22	22.06
11:13:11	127.24	22.06
11:13:16	127.25	22.06
11:13:21	127.23	22.06
11:13:26	127.24	22.06
11:13:31	127.25	22.06
11:13:36	127.23	22.06
11:13:41	127.23	22.06
11:13:46	127.26	22.06
11:13:51	127.24	22.06
11:13:56	127.22	22.06
11:14:01	127.25	22.06
11:14:06	127.23	22.06
11:14:11	127.23	22.06
11:14:16	127.24	22.06
11:14:21	127.21	22.06
11:14:26	127.23	22.06
11:14:31	127.21	22.06
11:14:36	127.2	22.06
11:14:41	127.17	22.06
11:14:46	127.22	22.06
11:14:51	127.21	22.06
11:14:56	127.21	22.06
11:15:01	127.24	22.06
11:15:06	127.2	22.06
11:15:11	127.2	22.06
11:15:16	127.22	22.06
11:15:21	127.25	22.06
11:15:26	127.23	22.06
11:15:31	127.2	22.06
11:15:36	127.24	22.06
11:15:41	127.23	22.06
11:15:46	127.21	22.06
11:15:51	127.24	22.06
11:15:56	127.24	22.06
11:16:01	127.2	22.06
11:16:06	127.2	22.06
11:16:11	127.23	22.06
11:16:16	127.23	22.06
11:16:21	127.21	22.06
11:16:26	127.21	22.06
11:16:31	127.23	22.06
11:16:36	127.23	22.06
11:16:41	127.21	22.06
11:16:46	127.24	22.06
11:16:51	127.2	22.06
11:16:56	127.19	22.06
11:17:01	127.22	22.06
11:17:06	127.21	22.06
11:17:11	127.21	22.06
11:17:16	127.21	22.06
11:17:21	127.24	22.06
11:17:26	127.23	22.06
11:17:31	127.2	22.06
11:17:36	127.21	22.06
11:17:41	127.21	22.06
11:17:46	127.21	22.06
11:17:51	127.19	22.06
11:17:56	127.22	22.06
11:18:01	127.23	22.06
11:18:06	127.22	22.06
11:18:11	127.2	22.06
11:18:16	127.2	22.06
11:18:21	127.2	22.06
11:18:26	127.24	22.06
11:18:31	127.2	22.06
11:18:36	127.17	22.06
11:18:41	127.19	22.06
11:18:46	127.19	22.06
11:18:51	127.21	22.06
11:18:56	127.21	22.06
11:19:01	127.19	22.06
11:19:06	127.2	22.06
11:19:11	127.22	22.06
11:19:16	127.18	22.06
11:19:21	127.19	22.06
11:19:26	127.18	22.06
11:19:31	127.2	22.06
11:19:36	127.2	22.06
11:19:41	127.21	22.06
11:19:46	127.22	22.06
11:19:51	127.2	22.06
11:19:56	127.23	22.06
11:20:01	127.15	22.06
11:20:06	127.16	22.06
11:20:11	127.18	22.06
11:20:16	127.18	22.06
11:20:21	127.22	22.06
11:20:26	127.21	22.06
11:20:31	127.2	22.06
11:20:36	127.24	22.06
11:20:41	127.21	22.06
11:20:46	127.21	22.06
11:20:51	127.16	22.06
11:20:56	127.18	22.06
11:21:01	127.2	22.06
11:21:06	127.19	22.06
11:21:11	127.2	22.06
11:21:16	127.18	22.06
11:21:21	127.2	22.06
11:21:26	127.18	22.06
11:21:31	127.21	22.06
11:21:36	127.2	22.06
11:21:41	127.21	22.06
11:21:46	127.2	22.06
11:21:51	127.19	22.06
11:21:56	127.17	22.06
11:22:01	127.19	22.06
11:22:06	127.2	22.06
11:22:11	127.18	22.06
11:22:16	127.18	22.06
11:22:21	127.16	22.06
11:22:26	127.19	22.06
11:22:31	127.19	22.06
11:22:36	127.2	22.06
11:22:41	127.17	22.06
11:22:46	127.16	22.06
11:22:51	127.19	22.06
11:22:56	127.15	22.06
11:23:01	127.16	22.06
11:23:06	127.14	22.06
11:23:11	127.14	22.06
11:23:16	127.15	22.06
11:23:21	127.14	22.06
11:23:26	127.13	22.06
11:23:31	127.11	22.06
11:23:36	127.14	22.06
11:23:41	127.18	22.06
11:23:46	127.12	22.06
11:23:51	127.14	22.06
11:23:56	127.13	22.06
11:24:01	127.13	22.06
11:24:06	127.18	22.06
11:24:11	127.16	22.06
11:24:16	127.28	22.06
11:24:21	127.64	22.06
11:24:26	127.67	22.06
11:24:31	127.72	22.06
11:24:36	128.26	22.06
11:24:41	128.37	22.06
11:24:46	128.47	22.06
11:24:51	128.46	22.06
11:24:56	128.53	22.06
11:25:01	128.65	22.06
11:25:06	128.68	22.06
11:25:11	128.76	22.06
11:25:16	129.27	22.06
11:25:21	129.39	22.06
11:25:26	129.6	22.06
11:25:31	129.67	22.06
11:25:36	129.72	22.06
11:25:41	129.76	22.06
11:25:46	129.88	22.06
11:25:51	129.96	22.06
11:25:56	130.05	22.06
11:26:01	130.09	22.06
11:26:06	130.2	22.06
11:26:11	130.32	22.06
11:26:16	130.39	22.06
11:26:21	130.4	22.06
11:26:26	130.52	22.06
11:26:31	130.64	22.06
11:26:36	130.66	22.06
11:26:41	130.71	22.06
11:26:46	130.79	22.06
11:26:51	130.9	22.06
11:26:56	130.97	22.06
11:27:01	130.98	22.06
11:27:06	131.02	22.06
11:27:11	131.21	22.06
11:27:16	131.24	22.06
11:27:21	131.26	22.06
11:27:26	131.41	22.06
11:27:31	131.37	22.06
11:27:36	131.41	22.06
11:27:41	131.47	22.06
11:27:46	131.56	22.06
11:27:51	131.69	22.06
11:27:56	131.69	22.06
11:28:01	131.7	22.06
11:28:06	131.73	22.06
11:28:11	131.77	22.06
11:28:16	131.88	22.06
11:28:21	131.91	22.06
11:28:26	131.9	22.06
11:28:31	132.05	22.06
11:28:36	131.96	22.06
11:28:41	132.11	22.06
11:28:46	132.13	22.06
11:28:51	132.18	22.06
11:28:57	132.32	22.06
11:29:02	132.34	22.06
