time	voltage	temperature	current	pressure
11:42:51	132.27	29.51	3.77	0
11:42:56	132.19	29.51	3.77	0
11:43:01	132.13	29.51	3.8	0
11:43:06	132.1	29.51	3.95	0
11:43:11	132.04	29.51	3.98	0
11:43:16	131.95	29.51	3.94	0
11:43:21	131.92	29.51	3.91	0
11:43:26	131.88	29.51	3.76	0
11:43:31	131.84	29.51	3.78	0
11:43:36	131.77	29.51	3.92	0
11:43:41	131.7	29.51	3.94	0
11:43:46	131.69	29.51	3.97	0
11:43:51	131.62	29.51	3.8	0
11:43:56	131.57	29.51	3.97	0
11:44:01	131.53	29.51	3.98	0
11:44:06	131.5	29.51	3.88	0
11:44:11	131.43	29.51	3.79	0
11:44:16	131.39	29.51	3.75	0
11:44:21	131.34	29.51	3.99	0
11:44:26	131.3	29.51	3.97	0
11:44:31	131.31	29.51	3.78	0
11:44:36	131.23	29.51	3.85	0
11:44:41	131.21	29.51	3.84	0
11:44:46	131.11	29.51	3.89	0
11:44:51	131.08	29.51	3.93	0
11:44:56	131.06	29.51	3.94	0
11:45:01	131.05	29.51	3.74	0
11:45:06	131.01	29.51	3.98	0
11:45:11	130.96	29.51	3.87	0
11:45:16	130.92	29.51	3.91	0
11:45:21	130.87	29.51	3.87	0
11:45:26	130.87	29.51	3.86	0
11:45:31	130.81	29.51	3.94	0
11:45:36	130.76	29.51	3.94	0
11:45:41	130.77	29.51	3.96	0
11:45:46	130.7	29.51	3.83	0
11:45:51	130.64	29.51	3.89	0
11:45:56	130.61	29.51	3.96	0
11:46:01	130.6	29.51	4.05	0
11:46:06	130.58	29.51	3.86	0
11:46:11	130.53	29.51	4.01	0
11:46:16	130.49	29.51	4.03	0
11:46:21	130.46	29.51	4.01	0
11:46:26	130.43	29.51	3.9	0
11:46:31	130.42	29.51	3.96	0
11:46:36	130.38	29.51	3.83	0
11:46:41	130.33	29.51	4.0	0
11:46:46	130.3	29.51	4.01	0
11:46:51	130.27	29.51	3.84	0
11:46:56	130.23	29.51	3.99	0
11:47:01	130.24	29.51	3.98	0
11:47:06	130.19	29.51	3.93	0
11:47:11	130.16	29.51	3.94	0
11:47:16	130.13	29.51	3.94	0
11:47:21	130.07	29.51	4.0	0
11:47:26	130.07	29.51	3.8	0
11:47:31	130.03	29.51	3.83	0
11:47:36	129.95	29.51	3.87	0
11:47:41	129.98	29.51	3.85	0
11:47:46	129.94	29.51	3.89	0
11:47:51	129.91	29.51	3.79	0
11:47:56	129.87	29.51	3.93	0
11:48:01	129.82	29.51	3.93	0
11:48:06	129.85	29.51	3.83	0
11:48:11	129.77	29.51	4.02	0
11:48:16	129.79	29.51	3.99	0
11:48:21	129.75	29.51	3.8	0
11:48:26	129.74	29.51	3.84	0
11:48:31	129.7	29.51	3.88	0
11:48:36	129.65	29.51	3.85	0
11:48:41	129.67	29.51	3.85	0
11:48:46	129.59	29.51	3.85	0
11:48:51	129.59	29.51	3.86	0
11:48:56	129.54	29.51	3.89	0
11:49:01	129.54	29.51	3.85	0
11:49:06	129.52	29.51	4.0	0
11:49:11	129.48	29.51	3.8	0
11:49:16	129.49	29.51	3.81	0
11:49:21	129.42	29.51	4.02	0
11:49:26	129.4	29.51	3.86	0
11:49:31	129.36	29.51	3.9	0
11:49:36	129.34	29.51	3.91	0
11:49:41	129.37	29.51	3.82	0
11:49:46	129.3	29.51	4.02	0
11:49:51	129.28	29.51	3.8	0
11:49:56	129.27	29.51	3.83	0
11:50:01	129.22	29.51	3.99	0
11:50:06	129.23	29.51	3.86	0
11:50:11	129.21	29.51	3.87	0
11:50:16	129.17	29.51	4.02	0
11:50:21	129.17	29.51	3.82	0
11:50:26	129.11	29.51	3.83	0
11:50:31	129.1	29.51	3.96	0
11:50:36	129.09	29.51	3.86	0
11:50:41	129.08	29.51	3.82	0
11:50:46	129.02	29.51	3.98	0
11:50:51	129.01	29.51	3.98	0
11:50:56	128.97	29.51	3.87	0
11:51:01	128.91	29.51	4.12	0
11:51:06	128.89	29.51	3.9	0
11:51:11	128.91	29.51	4.06	0
11:51:16	128.86	29.51	3.94	0
11:51:21	128.78	29.51	4.05	0
11:51:26	128.8	29.51	4.0	0
11:51:31	128.77	29.51	4.1	0
11:51:36	128.7	29.51	4.16	0
11:51:41	128.71	29.51	3.96	0
11:51:46	128.68	29.51	4.16	0
11:51:51	128.68	29.51	4.04	0
11:51:56	128.6	29.51	4.05	0
11:52:01	128.6	29.51	4.05	0
11:52:06	128.59	29.51	3.94	0
11:52:11	128.56	29.51	4.1	0
11:52:16	128.57	29.51	4.12	0
11:52:21	128.51	29.51	4.12	0
11:52:26	128.49	29.51	4.09	0
11:52:31	128.43	29.51	3.96	0
11:52:36	128.43	29.51	4.18	0
11:52:41	128.44	29.51	3.94	0
11:52:46	128.43	29.51	3.97	0
11:52:51	128.42	29.51	4.02	0
11:52:56	128.38	29.51	4.04	0
11:53:01	128.38	29.51	3.99	0
11:53:06	128.33	29.51	3.95	0
11:53:11	128.35	29.51	4.13	0
11:53:16	128.28	29.51	3.97	0
11:53:21	128.3	29.51	4.16	0
11:53:26	128.25	29.51	3.96	0
11:53:31	128.27	29.51	3.98	0
11:53:36	128.21	29.51	3.98	0
11:53:41	128.2	29.51	4.01	0
11:53:46	128.19	29.51	3.95	0
11:53:51	128.17	29.51	4.13	0
11:53:56	128.12	29.51	4.0	0
11:54:01	128.13	29.51	4.1	0
11:54:06	128.11	29.51	3.94	0
11:54:11	128.09	29.51	4.08	0
11:54:16	128.05	29.51	4.11	0
11:54:21	128.04	29.51	3.98	0
